section,age,group,persons,males,females
2. Brahmanic Hindus,0-1,DIVORCED,0,0,0
2. Brahmanic Hindus,1-5,POPULATION,5005,2686,2319
2. Brahmanic Hindus,1-5,UNMARRIED,4986,2677,2309
2. Brahmanic Hindus,1-5,MARRIED,19,9,10
2. Brahmanic Hindus,1-5,WIDOWED,0,0,0
2. Brahmanic Hindus,1-5,DIVORCED,0,0,0
2. Brahmanic Hindus,5-10,POPULATION,2597,1317,1280
2. Brahmanic Hindus,5-10,UNMARRIED,2553,1296,1257
2. Brahmanic Hindus,5-10,MARRIED,43,21,22
2. Brahmanic Hindus,5-10,WIDOWED,1,0,1
2. Brahmanic Hindus,5-10,DIVORCED,0,0,0
2. Brahmanic Hindus,10-15,POPULATION,3990,1116,2874
2. Brahmanic Hindus,10-15,UNMARRIED,2345,1084,1261
2. Brahmanic Hindus,10-15,MARRIED,1642,32,1610
2. Brahmanic Hindus,10-15,WIDOWED,3,0,3
2. Brahmanic Hindus,10-15,DIVORCED,0,0,0
2. Brahmanic Hindus,15-20,POPULATION,4352,1783,2569
2. Brahmanic Hindus,15-20,UNMARRIED,1729,693,1036
2. Brahmanic Hindus,15-20,MARRIED,2601,1090,1511
2. Brahmanic Hindus,15-20,WIDOWED,22,0,22
2. Brahmanic Hindus,15-20,DIVORCED,0,0,0
2. Brahmanic Hindus,20-30,POPULATION,9001,5351,3650
2. Brahmanic Hindus,20-30,UNMARRIED,917,794,123
2. Brahmanic Hindus,20-30,MARRIED,7897,4525,3372
2. Brahmanic Hindus,20-30,WIDOWED,186,32,154
2. Brahmanic Hindus,20-30,DIVORCED,1,0,1
2. Brahmanic Hindus,30-40,POPULATION,5924,3116,2808
2. Brahmanic Hindus,30-40,UNMARRIED,152,149,3
2. Brahmanic Hindus,30-40,MARRIED,5533,2917,2616
2. Brahmanic Hindus,30-40,WIDOWED,236,47,189
2. Brahmanic Hindus,30-40,DIVORCED,3,3,0
2. Brahmanic Hindus,40-50,POPULATION,3480,1854,1626
2. Brahmanic Hindus,40-50,UNMARRIED,30,30,0
2. Brahmanic Hindus,40-50,MARRIED,3090,1680,1410
2. Brahmanic Hindus,40-50,WIDOWED,360,144,216
2. Brahmanic Hindus,40-50,DIVORCED,0,0,0
2. Brahmanic Hindus,50-60,POPULATION,2084,1071,1013
2. Brahmanic Hindus,50-60,UNMARRIED,11,11,0
2. Brahmanic Hindus,50-60,MARRIED,1636,825,811
2. Brahmanic Hindus,50-60,WIDOWED,437,235,202
2. Brahmanic Hindus,50-60,DIVORCED,0,0,0
2. Brahmanic Hindus,60 & over,POPULATION,1007,531,476
2. Brahmanic Hindus,60 & over,UNMARRIED,4,4,0
2. Brahmanic Hindus,60 & over,MARRIED,594,375,219
2. Brahmanic Hindus,60 & over,WIDOWED,409,152,257
2. Brahmanic Hindus,60 & over,DIVORCED,0,0,0
3. Other Hindus.,0-1,POPULATION,14010,6662,7348
3. Other Hindus.,0-1,UNMARRIED,13968,6646,7322
3. Other Hindus.,0-1,MARRIED,34,16,18
3. Other Hindus.,0-1,WIDOWED,8,0,8
3. Other Hindus.,0-1,DIVORCED,0,0,0
3. Other Hindus.,1-5,POPULATION,63903,30438,33465
3. Other Hindus.,1-5,UNMARRIED,62430,29932,32498
3. Other Hindus.,1-5,MARRIED,1176,447,729
3. Other Hindus.,1-5,WIDOWED,297,59,238
3. Other Hindus.,1-5,DIVORCED,0,0,0
3. Other Hindus.,5-10,POPULATION,58376,31881,26495
3. Other Hindus.,5-10,UNMARRIED,45685,27923,17762
3. Other Hindus.,5-10,MARRIED,12521,3895,8626
3. Other Hindus.,5-10,WIDOWED,166,63,103
3. Other Hindus.,5-10,DIVORCED,4,0,4
3. Other Hindus.,10-15,POPULATION,61253,37809,23444
3. Other Hindus.,10-15,UNMARRIED,43775,30813,12962
3. Other Hindus.,10-15,MARRIED,16932,6784,10148
3. Other Hindus.,10-15,WIDOWED,532,212,320
3. Other Hindus.,10-15,DIVORCED,14,0,14
3. Other Hindus.,15-20,POPULATION,57067,29641,27426
3. Other Hindus.,15-20,UNMARRIED,30111,19235,10876
3. Other Hindus.,15-20,MARRIED,26085,10142,15943
3. Other Hindus.,15-20,WIDOWED,758,248,510
3. Other Hindus.,15-20,DIVORCED,113,16,97
3. Other Hindus.,20-30,POPULATION,111047,59239,51808
3. Other Hindus.,20-30,UNMARRIED,18644,15994,2650
3. Other Hindus.,20-30,MARRIED,88273,42603,45670
3. Other Hindus.,20-30,WIDOWED,3667,546,3121
3. Other Hindus.,20-30,DIVORCED,463,96,367
3. Other Hindus.,30-40,POPULATION,84039,41989,42050
3. Other Hindus.,30-40,UNMARRIED,5129,3762,1367
3. Other Hindus.,30-40,MARRIED,67853,36936,30917
3. Other Hindus.,30-40,WIDOWED,10340,1183,9157
3. Other Hindus.,30-40,DIVORCED,717,108,609
3. Other Hindus.,40-50,POPULATION,53033,24747,28286
3. Other Hindus.,40-50,UNMARRIED,2378,1690,688
3. Other Hindus.,40-50,MARRIED,37338,21791,15547
3. Other Hindus.,40-50,WIDOWED,12588,1130,11458
3. Other Hindus.,40-50,DIVORCED,729,136,593
3. Other Hindus.,50-60,POPULATION,36135,15667,20468
3. Other Hindus.,50-60,UNMARRIED,360,292,68
3. Other Hindus.,50-60,MARRIED,20546,12045,8501
3. Other Hindus.,50-60,WIDOWED,14741,3214,11527
3. Other Hindus.,50-60,DIVORCED,488,116,372
3. Other Hindus.,60 & over,POPULATION,22549,9968,12581
3. Other Hindus.,60 & over,UNMARRIED,300,205,95
3. Other Hindus.,60 & over,MARRIED,10413,6354,4059
3. Other Hindus.,60 & over,WIDOWED,11408,3193,8215
3. Other Hindus.,60 & over,DIVORCED,428,216,212
3. Other Hindus.,Total,POPULATION,561412,288041,273371
3. Other Hindus.,Total,UNMARRIED,222780,136492,86288
3. Other Hindus.,Total,MARRIED,281171,141013,140158
3. Other Hindus.,Total,WIDOWED,54505,9848,44657
3. Other Hindus.,Total,DIVORCED,2956,688,2268
