section,age,group,persons,males,females
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,20-24.,5594,1765,3829
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,25-29.,9424,4049,5375
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,TOTAL MARRIED.,78478,37638,40840
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,0-4.,0,0,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,5-9.,94,61,33
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,10-14.,960,192,768
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,15-19.,6189,1565,4624
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,20-24.,10928,3954,6974
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,25-29.,12666,5576,7090
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,TOTAL MARRIED.,57028,27570,29458
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,0-4.,0,0,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,5-9.,363,332,31
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,10-14.,1879,263,1616
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,15-19.,4634,1043,3591
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,20-24.,6772,2169,4603
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,25-29.,9680,4176,5504
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,TOTAL MARRIED.,921,921,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,0-4.,0,0,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,5-9.,0,0,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,10-14.,0,0,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,15-19.,25,25,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,20-24.,143,143,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,25-29.,269,269,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,TOTAL MARRIED.,198077,97129,100948
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,0-4.,0,0,0
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,5-9.,559,447,112
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,10-14.,3500,560,2940
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,15-19.,14358,3267,11091
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,20-24.,24255,8270,15985
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,25-29.,33320,14586,18734
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,TOTAL MARRIED.,2207826,1110525,1097301
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,0-4.,439,124,315
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,5-9.,11383,1482,9901
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,10-14.,91276,7594,83682
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,15-19.,184359,30546,153813
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,20-24.,302238,91318,210920
CIVIL CONDITION BY RELIGION AND AGE. (a) MARRIED.,,25-29.,376908,170687,206221
