section,age,group,persons,males,females
2. Brahmanic Hindus.,15-20,MARRIED,1343,268,1075
2. Brahmanic Hindus.,15-20,WIDOWED,25,11,14
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0
2. Brahmanic Hindus.,20-30,POPULATION,5075,3145,1930
2. Brahmanic Hindus.,20-30,UNMARRIED,1435,1289,146
2. Brahmanic Hindus.,20-30,MARRIED,3516,1810,1706
2. Brahmanic Hindus.,20-30,WIDOWED,124,46,78
2. Brahmanic Hindus.,20-30,DIVORCED,0,0,0
2. Brahmanic Hindus.,30-40,POPULATION,3085,1636,1449
2. Brahmanic Hindus.,30-40,UNMARRIED,94,90,4
2. Brahmanic Hindus.,30-40,MARRIED,2755,1478,1277
2. Brahmanic Hindus.,30-40,WIDOWED,235,67,168
2. Brahmanic Hindus.,30-40,DIVORCED,1,1,0
2. Brahmanic Hindus.,40-50,POPULATION,2254,1184,1070
2. Brahmanic Hindus.,40-50,UNMARRIED,16,16,0
2. Brahmanic Hindus.,40-50,MARRIED,1943,1075,868
2. Brahmanic Hindus.,40-50,WIDOWED,294,92,202
2. Brahmanic Hindus.,40-50,DIVORCED,1,1,0
2. Brahmanic Hindus.,50-60,POPULATION,1707,971,736
2. Brahmanic Hindus.,50-60,UNMARRIED,9,9,0
2. Brahmanic Hindus.,50-60,MARRIED,1344,825,519
2. Brahmanic Hindus.,50-60,WIDOWED,354,137,217
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0
2. Brahmanic Hindus.,60 & over,POPULATION,1361,734,627
2. Brahmanic Hindus.,60 & over,UNMARRIED,8,8,0
2. Brahmanic Hindus.,60 & over,MARRIED,795,502,293
2. Brahmanic Hindus.,60 & over,WIDOWED,558,224,334
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0
3. Other Hindus.,Total,POPULATION,407286,210712,196574
3. Other Hindus.,Total,UNMARRIED,142318,81679,60639
3. Other Hindus.,Total,MARRIED,231623,116111,115512
3. Other Hindus.,Total,WIDOWED,32506,12618,19888
3. Other Hindus.,Total,DIVORCED,839,304,535
3. Other Hindus.,0-1,POPULATION,13055,6779,6276
3. Other Hindus.,0-1,UNMARRIED,12892,6728,6164
3. Other Hindus.,0-1,MARRIED,163,51,112
3. Other Hindus.,0-1,WIDOWED,0,0,0
3. Other Hindus.,0-1,DIVORCED,0,0,0
3. Other Hindus.,1-5,POPULATION,50904,23597,27307
3. Other Hindus.,1-5,UNMARRIED,48751,22754,25997
3. Other Hindus.,1-5,MARRIED,2072,793,1279
3. Other Hindus.,1-5,WIDOWED,81,50,31
3. Other Hindus.,1-5,DIVORCED,0,0,0
3. Other Hindus.,5-10,POPULATION,50775,33529,17246
3. Other Hindus.,5-10,UNMARRIED,40793,28144,12649
3. Other Hindus.,5-10,MARRIED,9887,5349,4538
3. Other Hindus.,5-10,WIDOWED,95,36,59
3. Other Hindus.,5-10,DIVORCED,0,0,0
3. Other Hindus.,10-15,POPULATION,44585,22003,22582
3. Other Hindus.,10-15,UNMARRIED,22615,12994,9621
3. Other Hindus.,10-15,MARRIED,21635,8848,12787
3. Other Hindus.,10-15,WIDOWED,320,157,163
3. Other Hindus.,10-15,DIVORCED,15,4,11
3. Other Hindus.,15-20,POPULATION,32730,15996,16734
3. Other Hindus.,15-20,UNMARRIED,7017,5375,1642
3. Other Hindus.,15-20,MARRIED,24486,10087,14399
3. Other Hindus.,15-20,WIDOWED,1162,521,641
3. Other Hindus.,15-20,DIVORCED,65,13,52
3. Other Hindus.,20-30,POPULATION,77644,39502,38142
3. Other Hindus.,20-30,UNMARRIED,8211,4266,3945
3. Other Hindus.,20-30,MARRIED,66515,33948,32567
3. Other Hindus.,20-30,WIDOWED,2730,1229,1501
3. Other Hindus.,20-30,DIVORCED,188,59,129
3. Other Hindus.,30-40,POPULATION,56679,32956,23723
3. Other Hindus.,30-40,UNMARRIED,1243,910,333
3. Other Hindus.,30-40,MARRIED,50765,30293,20472
3. Other Hindus.,30-40,WIDOWED,4494,1701,2793
3. Other Hindus.,30-40,DIVORCED,177,52,125
3. Other Hindus.,40-50,POPULATION,30755,15632,15123
3. Other Hindus.,40-50,UNMARRIED,364,233,131
3. Other Hindus.,40-50,MARRIED,25765,13031,12734
3. Other Hindus.,40-50,WIDOWED,4474,2301,2173
3. Other Hindus.,40-50,DIVORCED,152,67,85
3. Other Hindus.,50-60,POPULATION,23304,9677,13627
3. Other Hindus.,50-60,UNMARRIED,233,153,80
3. Other Hindus.,50-60,MARRIED,16771,7488,9283
3. Other Hindus.,50-60,WIDOWED,6151,1971,4180
3. Other Hindus.,50-60,DIVORCED,149,65,84
3. Other Hindus.,60 & over,POPULATION,26855,11041,15814
3. Other Hindus.,60 & over,UNMARRIED,199,122,77
3. Other Hindus.,60 & over,MARRIED,13564,6223,7341
3. Other Hindus.,60 & over,WIDOWED,12999,4652,8347
3. Other Hindus.,60 & over,DIVORCED,93,44,49
