section,age,group,persons,males,females
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,7 Kadur,40-44,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,7 Kadur,45-49,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,7 Kadur,50-59,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,7 Kadur,60 and over,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,7 Kadur,Age not stated,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,8 Chitaldurg,35-39,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,8 Chitaldurg,40-44,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,8 Chitaldurg,45-49,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,8 Chitaldurg,50-59,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,8 Chitaldurg,60 and over,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,8 Chitaldurg,Age not stated,14,4,10
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,Total,35-39,1,1,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,Total,40-44,3,2,1
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,Total,45-49,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,Total,50-59,1,1,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,Total,60 and over,5,3,2
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,Total,Age not stated,119,38,81
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,"The Civil and Military Station, Bangalore",35-39,2,1,1
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,"The Civil and Military Station, Bangalore",40-44,3,1,2
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,"The Civil and Military Station, Bangalore",45-49,2,0,2
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,"The Civil and Military Station, Bangalore",50-59,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,"The Civil and Military Station, Bangalore",60 and over,9,3,6
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,"The Civil and Military Station, Bangalore",Age not stated,22,12,10
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,GRAND TOTAL,35-39,3,2,1
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,GRAND TOTAL,40-44,6,3,3
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,GRAND TOTAL,45-49,2,0,2
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,GRAND TOTAL,50-59,1,1,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,GRAND TOTAL,60 and over,14,6,8
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,GRAND TOTAL,Age not stated,141,50,91
