section,age,group,persons,males,females
Adi-Hindu,5-10,POPULATION,11614,6236,5378
Adi-Hindu,5-10,UNMARRIED,8185,5370,2815
Adi-Hindu,5-10,MARRIED,3379,855,2524
Adi-Hindu,5-10,WIDOWED,50,11,39
Adi-Hindu,10-15,POPULATION,10349,5351,4998
Adi-Hindu,10-15,UNMARRIED,5835,3991,1844
Adi-Hindu,10-15,MARRIED,4409,1336,3073
Adi-Hindu,10-15,WIDOWED,105,24,81
Adi-Hindu,15-20,POPULATION,9372,4161,5211
Adi-Hindu,15-20,UNMARRIED,3081,1776,1305
Adi-Hindu,15-20,MARRIED,6003,2339,3664
Adi-Hindu,15-20,WIDOWED,288,46,242
Adi-Hindu,20-30,POPULATION,19038,9273,9765
Adi-Hindu,20-30,UNMARRIED,3740,1291,2449
Adi-Hindu,20-30,MARRIED,14160,7788,6372
Adi-Hindu,20-30,WIDOWED,1138,194,944
Adi-Hindu,30-40,POPULATION,14164,7389,6775
Adi-Hindu,30-40,UNMARRIED,1730,173,1557
Adi-Hindu,30-40,MARRIED,10530,6884,3646
Adi-Hindu,30-40,WIDOWED,1904,332,1572
Adi-Hindu,40-50,POPULATION,9860,5365,4495
Adi-Hindu,40-50,UNMARRIED,742,76,666
Adi-Hindu,40-50,MARRIED,6409,4756,1653
Adi-Hindu,40-50,WIDOWED,2709,533,2176
Adi-Hindu,50-60,POPULATION,5667,3089,2578
Adi-Hindu,50-60,UNMARRIED,271,27,244
Adi-Hindu,50-60,MARRIED,3117,2553,564
Adi-Hindu,50-60,WIDOWED,2279,509,1770
Adi-Hindu,60 and over,POPULATION,4508,2068,2440
Adi-Hindu,60 and over,UNMARRIED,143,24,119
Adi-Hindu,60 and over,MARRIED,2125,1458,667
Adi-Hindu,60 and over,WIDOWED,2240,586,1654
