section,age,group,persons,males,females
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,45—49.,8176,5730,2446
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,50—54.,6254,5057,1197
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,55—59.,2972,2311,661
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,60 and over.,4276,3440,836
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,Age not stated.,1,1,0
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,40—44.,15245,10334,4911
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,45—49.,9908,7278,2630
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,50—54.,8034,6085,1949
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,55—59.,4616,3611,1005
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,60 and over.,6591,5382,1209
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,Age not stated.,1,0,1
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,40—44.,204735,136804,67931
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,45—49.,128736,90664,38072
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,50—54.,109079,81258,27821
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,55—59.,54063,41485,12578
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,60 and over.,88142,72094,16048
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,Age not stated.,208,105,103
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,40—44.,4469,2638,1831
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,45—49.,2111,1375,736
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,50—54.,2633,1827,806
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,55—59.,853,677,176
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,60 and over.,2734,2336,398
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,Age not stated.,3,1,2
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,40—44.,209204,139442,69762
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,45—49.,130847,92039,38808
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,50—54.,111712,83085,28627
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,55—59.,54916,42162,12754
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,60 and over.,90876,74430,16446
TABLE VIII. PART A.—Continued. (2) Married. Civil Condition by Religion and Age. All Religions.,,Age not stated.,211,106,105
