section,age,group,persons,males,females
2. Brahmanic Hindus.,50-60,POPULATION,1353,727,626
2. Brahmanic Hindus.,50-60,UNMARRIED,17,17,0
2. Brahmanic Hindus.,50-60,MARRIED,1032,589,443
2. Brahmanic Hindus.,50-60,WIDOWED,304,121,183
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0
2. Brahmanic Hindus.,60 & over,POPULATION,766,540,226
2. Brahmanic Hindus.,60 & over,UNMARRIED,5,5,0
2. Brahmanic Hindus.,60 & over,MARRIED,514,400,114
2. Brahmanic Hindus.,60 & over,WIDOWED,247,135,112
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0
3. Other Hindus.,ALL COMMUNITIES.,POPULATION,529327,269734,259593
3. Other Hindus.,ALL COMMUNITIES.,UNMARRIED,175571,102377,73194
3. Other Hindus.,ALL COMMUNITIES.,MARRIED,299166,154388,144778
3. Other Hindus.,ALL COMMUNITIES.,WIDOWED,53180,12237,40943
3. Other Hindus.,ALL COMMUNITIES.,DIVORCED,1410,732,678
3. Other Hindus.,0-1,POPULATION,15252,7986,7266
3. Other Hindus.,0-1,UNMARRIED,14506,7777,6729
3. Other Hindus.,0-1,MARRIED,682,200,482
3. Other Hindus.,0-1,WIDOWED,64,9,55
3. Other Hindus.,0-1,DIVORCED,0,0,0
3. Other Hindus.,1-5,POPULATION,57295,27545,29750
3. Other Hindus.,1-5,UNMARRIED,51832,25661,26171
3. Other Hindus.,1-5,MARRIED,4854,1803,3051
3. Other Hindus.,1-5,WIDOWED,609,81,528
3. Other Hindus.,1-5,DIVORCED,0,0,0
3. Other Hindus.,5-10,POPULATION,67799,34129,33670
3. Other Hindus.,5-10,UNMARRIED,47576,26745,20831
3. Other Hindus.,5-10,MARRIED,19818,7300,12518
3. Other Hindus.,5-10,WIDOWED,405,84,321
3. Other Hindus.,5-10,DIVORCED,0,0,0
3. Other Hindus.,10-15,POPULATION,60036,31420,28616
3. Other Hindus.,10-15,UNMARRIED,35813,21101,14712
3. Other Hindus.,10-15,MARRIED,23501,10193,13308
3. Other Hindus.,10-15,WIDOWED,722,126,596
3. Other Hindus.,10-15,DIVORCED,0,0,0
3. Other Hindus.,15-20,POPULATION,44543,24438,20105
3. Other Hindus.,15-20,UNMARRIED,10081,8466,1615
3. Other Hindus.,15-20,MARRIED,33500,15611,17889
3. Other Hindus.,15-20,WIDOWED,954,355,599
3. Other Hindus.,15-20,DIVORCED,8,6,2
3. Other Hindus.,20-30,POPULATION,87389,46655,40734
3. Other Hindus.,20-30,UNMARRIED,8030,6534,1496
3. Other Hindus.,20-30,MARRIED,75203,38677,36526
3. Other Hindus.,20-30,WIDOWED,4024,1343,2681
3. Other Hindus.,20-30,DIVORCED,132,101,31
3. Other Hindus.,30-40,POPULATION,68601,38162,30439
3. Other Hindus.,30-40,UNMARRIED,3995,3093,902
3. Other Hindus.,30-40,MARRIED,58325,33492,24833
3. Other Hindus.,30-40,WIDOWED,5813,1303,4510
3. Other Hindus.,30-40,DIVORCED,468,274,194
3. Other Hindus.,40-50,POPULATION,49079,23384,25695
3. Other Hindus.,40-50,UNMARRIED,2536,2221,315
3. Other Hindus.,40-50,MARRIED,36004,18430,17574
3. Other Hindus.,40-50,WIDOWED,10090,2502,7588
3. Other Hindus.,40-50,DIVORCED,449,231,218
3. Other Hindus.,50-60,POPULATION,43231,18037,25194
3. Other Hindus.,50-60,UNMARRIED,791,506,285
3. Other Hindus.,50-60,MARRIED,27614,14811,12803
3. Other Hindus.,50-60,WIDOWED,14554,2642,11912
3. Other Hindus.,50-60,DIVORCED,272,78,194
3. Other Hindus.,60 & over,POPULATION,36102,17978,18124
3. Other Hindus.,60 & over,UNMARRIED,411,273,138
3. Other Hindus.,60 & over,MARRIED,19665,13871,5794
3. Other Hindus.,60 & over,WIDOWED,15945,3792,12153
3. Other Hindus.,60 & over,DIVORCED,81,42,39
