section,age,group,persons,males,females
1. ALL COMMUNITIES.,50-60,DIVORCED,566,198,368
1. ALL COMMUNITIES.,60 & over,POPULATION,62153,27906,34247
1. ALL COMMUNITIES.,60 & over,UNMARRIED,2215,1431,784
1. ALL COMMUNITIES.,60 & over,MARRIED,27855,16886,10969
1. ALL COMMUNITIES.,60 & over,WIDOWED,31672,9428,22244
1. ALL COMMUNITIES.,60 & over,DIVORCED,411,161,250
1. ALL COMMUNITIES.,Total,POPULATION,1088209,552079,536130
1. ALL COMMUNITIES.,Total,UNMARRIED,422560,248024,174536
1. ALL COMMUNITIES.,Total,MARRIED,553047,275745,277302
1. ALL COMMUNITIES.,Total,WIDOWED,108939,27028,81911
1. ALL COMMUNITIES.,Total,DIVORCED,3663,1282,2381
2. Brahmanic Hindus.,0-1,POPULATION,214,71,143
2. Brahmanic Hindus.,0-1,UNMARRIED,209,66,143
2. Brahmanic Hindus.,0-1,MARRIED,5,5,0
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0
2. Brahmanic Hindus.,1-5,POPULATION,808,255,553
2. Brahmanic Hindus.,1-5,UNMARRIED,785,234,551
2. Brahmanic Hindus.,1-5,MARRIED,23,21,2
2. Brahmanic Hindus.,1-5,WIDOWED,0,0,0
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0
2. Brahmanic Hindus.,5-10,POPULATION,668,261,407
2. Brahmanic Hindus.,5-10,UNMARRIED,667,260,407
2. Brahmanic Hindus.,5-10,MARRIED,1,1,0
2. Brahmanic Hindus.,5-10,WIDOWED,0,0,0
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0
2. Brahmanic Hindus.,10-15,POPULATION,1519,534,985
2. Brahmanic Hindus.,10-15,UNMARRIED,1197,521,676
2. Brahmanic Hindus.,10-15,MARRIED,321,13,308
2. Brahmanic Hindus.,10-15,WIDOWED,1,0,1
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0
2. Brahmanic Hindus.,15-20,POPULATION,1922,803,1119
2. Brahmanic Hindus.,15-20,UNMARRIED,932,412,520
2. Brahmanic Hindus.,15-20,MARRIED,970,386,584
2. Brahmanic Hindus.,15-20,WIDOWED,20,5,15
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0
2. Brahmanic Hindus.,20-30,POPULATION,2874,1519,1355
2. Brahmanic Hindus.,20-30,UNMARRIED,543,387,156
2. Brahmanic Hindus.,20-30,MARRIED,2212,1102,1110
2. Brahmanic Hindus.,20-30,WIDOWED,119,30,89
2. Brahmanic Hindus.,20-30,DIVORCED,0,0,0
2. Brahmanic Hindus.,30-40,POPULATION,1886,1078,808
2. Brahmanic Hindus.,30-40,UNMARRIED,256,234,22
2. Brahmanic Hindus.,30-40,MARRIED,1485,814,671
2. Brahmanic Hindus.,30-40,WIDOWED,145,30,115
2. Brahmanic Hindus.,30-40,DIVORCED,0,0,0
2. Brahmanic Hindus.,40-50,POPULATION,1348,721,627
2. Brahmanic Hindus.,40-50,UNMARRIED,43,40,3
2. Brahmanic Hindus.,40-50,MARRIED,1109,643,466
2. Brahmanic Hindus.,40-50,WIDOWED,196,38,158
2. Brahmanic Hindus.,40-50,DIVORCED,0,0,0
2. Brahmanic Hindus.,50-60,POPULATION,1015,531,484
2. Brahmanic Hindus.,50-60,UNMARRIED,16,16,0
2. Brahmanic Hindus.,50-60,MARRIED,779,454,325
2. Brahmanic Hindus.,50-60,WIDOWED,220,61,159
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0
2. Brahmanic Hindus.,60 & over,POPULATION,530,294,236
2. Brahmanic Hindus.,60 & over,UNMARRIED,0,0,0
2. Brahmanic Hindus.,60 & over,MARRIED,309,246,63
2. Brahmanic Hindus.,60 & over,WIDOWED,221,48,173
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0
2. Brahmanic Hindus.,Total,POPULATION,12784,6067,6717
2. Brahmanic Hindus.,Total,UNMARRIED,4648,2170,2478
2. Brahmanic Hindus.,Total,MARRIED,7214,3685,3529
2. Brahmanic Hindus.,Total,WIDOWED,922,212,710
2. Brahmanic Hindus.,Total,DIVORCED,0,0,0
3. Other Hindus,Total,POPULATION,668149,338543,329606
3. Other Hindus,Total,UNMARRIED,248881,147683,101198
3. Other Hindus,Total,MARRIED,338577,170245,168332
3. Other Hindus,Total,WIDOWED,78315,19715,58600
3. Other Hindus,Total,DIVORCED,2376,900,1476
3. Other Hindus,0-1,POPULATION,18765,9059,9706
3. Other Hindus,0-1,UNMARRIED,18710,9059,9651
3. Other Hindus,0-1,MARRIED,55,0,55
3. Other Hindus,0-1,WIDOWED,0,0,0
3. Other Hindus,0-1,DIVORCED,0,0,0
3. Other Hindus,1-5,POPULATION,80636,37742,42894
3. Other Hindus,1-5,UNMARRIED,76985,36892,40093
3. Other Hindus,1-5,MARRIED,3043,850,2193
3. Other Hindus,1-5,WIDOWED,608,0,608
3. Other Hindus,1-5,DIVORCED,0,0,0
3. Other Hindus,5-10,POPULATION,41549,15737,25812
3. Other Hindus,5-10,UNMARRIED,34778,9752,25026
3. Other Hindus,5-10,MARRIED,6306,5931,375
3. Other Hindus,5-10,WIDOWED,458,47,411
3. Other Hindus,5-10,DIVORCED,7,7,0
3. Other Hindus,10-15,POPULATION,70773,41364,29409
3. Other Hindus,10-15,UNMARRIED,45868,31266,14602
3. Other Hindus,10-15,MARRIED,24103,9845,14258
3. Other Hindus,10-15,WIDOWED,777,253,524
3. Other Hindus,10-15,DIVORCED,25,0,25
3. Other Hindus,15-20,POPULATION,76307,47620,28687
3. Other Hindus,15-20,UNMARRIED,35806,30112,5694
3. Other Hindus,15-20,MARRIED,38346,17148,21198
3. Other Hindus,15-20,WIDOWED,1997,304,1693
3. Other Hindus,15-20,DIVORCED,158,56,102
3. Other Hindus,20-30,POPULATION,103549,62584,40965
3. Other Hindus,20-30,UNMARRIED,14234,12376,1858
3. Other Hindus,20-30,MARRIED,82198,48512,33686
3. Other Hindus,20-30,WIDOWED,6627,1513,5114
3. Other Hindus,20-30,DIVORCED,490,183,307
3. Other Hindus,30-40,POPULATION,109611,47854,61757
3. Other Hindus,30-40,UNMARRIED,11387,9851,1536
3. Other Hindus,30-40,MARRIED,85610,35486,50124
3. Other Hindus,30-40,WIDOWED,12026,2293,9733
3. Other Hindus,30-40,DIVORCED,588,224,364
3. Other Hindus,40-50,POPULATION,75025,35324,39701
3. Other Hindus,40-50,UNMARRIED,6085,4729,1356
3. Other Hindus,40-50,MARRIED,54506,27208,27298
3. Other Hindus,40-50,WIDOWED,13976,3203,10773
3. Other Hindus,40-50,DIVORCED,458,184,274
3. Other Hindus,50-60,POPULATION,49999,22172,27827
3. Other Hindus,50-60,UNMARRIED,3038,2337,701
3. Other Hindus,50-60,MARRIED,28514,14991,13523
3. Other Hindus,50-60,WIDOWED,18062,4699,13363
3. Other Hindus,50-60,DIVORCED,385,145,240
3. Other Hindus,60 & over,POPULATION,41935,19087,22848
3. Other Hindus,60 & over,UNMARRIED,1990,1309,681
3. Other Hindus,60 & over,MARRIED,15896,10274,5622
3. Other Hindus,60 & over,WIDOWED,23784,7403,16381
3. Other Hindus,60 & over,DIVORCED,265,101,164
