section,age,group,persons,males,females
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,40—44,113394,72686,40708
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,45—49,47699,33967,13732
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,50—54,61483,45543,15940
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,55—59,21197,16422,4775
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,60 and over.,45638,37588,8050
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,30—34,335948,182497,153451
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,35—39,226248,148036,78212
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,40—44,207302,139061,68241
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,45—49,93701,71366,22335
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,50—54,109358,84596,24762
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,55—59,34944,28577,6367
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,60 and over.,97030,84556,12474
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,30—34,1344,736,608
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,35—39,769,463,306
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,40—44,804,492,312
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,45—49,333,210,123
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,50—54,427,303,124
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,55—59,121,85,36
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,60 and over.,549,393,156
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,30—34,10229,5068,5161
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,35—39,9635,5788,3847
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,40—44,6817,3836,2981
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,45—49,3026,2044,982
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,50—54,3054,1986,1068
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,55—59,868,584,284
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,60 and over.,2264,1662,602
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,30—34,11997,5920,6077
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,35—39,9606,5210,4396
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,40—44,8627,4550,4077
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,45—49,4997,2893,2104
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,50—54,4950,2920,2030
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,55—59,1834,1152,682
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,60 and over.,5598,3663,1935
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,30—34,9608,4892,4716
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,35—39,7099,4403,2696
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,40—44,6362,3684,2678
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,45—49,2855,1813,1042
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,50—54,3005,1909,1096
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,55—59,1208,781,427
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,60 and over.,3539,2401,1138
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,30—34,225,225,0
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,35—39,134,134,0
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,40—44,68,68,0
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,45—49,31,31,0
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,50—54,22,22,0
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,55—59,3,3,0
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,60 and over.,1,1,0
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,30—34,33403,16841,16562
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,35—39,27243,15998,11245
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,40—44,22678,12630,10048
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,45—49,11242,6991,4251
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,50—54,11458,7140,4318
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,55—59,4034,2605,1429
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,60 and over.,11951,8120,3831
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,30—34,369351,199338,170013
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,35—39,253491,164034,89457
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,40—44,229980,151691,78289
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,45—49,104943,78357,26586
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,50—54,120816,91736,29080
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,55—59,38978,31182,7796
TABLE VIII.—CIVIL CONDITION BY RELIGION AND AGE. PART A.—ALL RELIGIONS—continued. (a) MARRIED.,,60 and over.,108981,92676,16305
