section,age,group,persons,males,females
2. Brahmanic Hindus.,Total,UNMARRIED,2731,1385,1346
2. Brahmanic Hindus.,Total,MARRIED,5445,2759,2686
2. Brahmanic Hindus.,Total,WIDOWED,326,56,270
2. Brahmanic Hindus.,Total,DIVORCED,0,0,0
3. Other Hindus,0-1,POPULATION,14138,7574,6564
3. Other Hindus,0-1,UNMARRIED,14086,7550,6536
3. Other Hindus,0-1,MARRIED,52,24,28
3. Other Hindus,0-1,WIDOWED,0,0,0
3. Other Hindus,0-1,DIVORCED,0,0,0
3. Other Hindus,1-5,POPULATION,46746,22325,24421
3. Other Hindus,1-5,UNMARRIED,45935,22159,23776
3. Other Hindus,1-5,MARRIED,761,166,595
3. Other Hindus,1-5,WIDOWED,50,0,50
3. Other Hindus,1-5,DIVORCED,0,0,0
3. Other Hindus,5-10,POPULATION,62041,27444,34597
3. Other Hindus,5-10,UNMARRIED,35864,25056,10808
3. Other Hindus,5-10,MARRIED,25613,2388,23225
3. Other Hindus,5-10,WIDOWED,564,0,564
3. Other Hindus,5-10,DIVORCED,0,0,0
3. Other Hindus,10-15,POPULATION,55589,21711,33878
3. Other Hindus,10-15,UNMARRIED,24673,16143,8530
3. Other Hindus,10-15,MARRIED,29855,5544,24311
3. Other Hindus,10-15,WIDOWED,1060,24,1036
3. Other Hindus,10-15,DIVORCED,1,0,1
3. Other Hindus,15-20,POPULATION,40993,19283,21710
3. Other Hindus,15-20,UNMARRIED,9532,8286,1246
3. Other Hindus,15-20,MARRIED,29663,10674,18989
3. Other Hindus,15-20,WIDOWED,1708,296,1412
3. Other Hindus,15-20,DIVORCED,90,27,63
3. Other Hindus,20-30,POPULATION,86392,46665,39727
3. Other Hindus,20-30,UNMARRIED,8940,8244,696
3. Other Hindus,20-30,MARRIED,70982,37459,33523
3. Other Hindus,20-30,WIDOWED,6158,884,5274
3. Other Hindus,20-30,DIVORCED,312,78,234
3. Other Hindus,30-40,POPULATION,69546,46447,23099
3. Other Hindus,30-40,UNMARRIED,4263,3877,386
3. Other Hindus,30-40,MARRIED,57333,41350,15983
3. Other Hindus,30-40,WIDOWED,7532,1089,6443
3. Other Hindus,30-40,DIVORCED,418,131,287
3. Other Hindus,40-50,POPULATION,48876,25263,23613
3. Other Hindus,40-50,UNMARRIED,1155,974,181
3. Other Hindus,40-50,MARRIED,37266,22817,14449
3. Other Hindus,40-50,WIDOWED,10190,1386,8804
3. Other Hindus,40-50,DIVORCED,265,86,179
3. Other Hindus,50-60,POPULATION,29953,15559,14394
3. Other Hindus,50-60,UNMARRIED,425,309,116
3. Other Hindus,50-60,MARRIED,19103,12312,6791
3. Other Hindus,50-60,WIDOWED,10203,2859,7344
3. Other Hindus,50-60,DIVORCED,222,79,143
3. Other Hindus,60 & over,POPULATION,28109,13917,14192
3. Other Hindus,60 & over,UNMARRIED,241,176,65
3. Other Hindus,60 & over,MARRIED,14228,9375,4853
3. Other Hindus,60 & over,WIDOWED,13416,4285,9131
3. Other Hindus,60 & over,DIVORCED,224,81,143
3. Other Hindus,Total,POPULATION,482383,246188,236195
3. Other Hindus,Total,UNMARRIED,145114,92774,52340
3. Other Hindus,Total,MARRIED,284856,142109,142747
3. Other Hindus,Total,WIDOWED,50881,10823,40058
3. Other Hindus,Total,DIVORCED,1532,482,1050
