section,age,group,persons,males,females
Hindu (Brahmanic),Total,POPULATION,933527,476884,456643
Hindu (Brahmanic),Total,UNMARRIED,325619,202645,122974
Hindu (Brahmanic),Total,MARRIED,509416,253858,255558
Hindu (Brahmanic),Total,WIDOWED,98492,20381,78111
Adi Hindu,Total,POPULATION,227274,116291,110983
Adi Hindu,Total,UNMARRIED,88847,52012,36835
Adi Hindu,Total,MARRIED,120169,60770,59399
Adi Hindu,Total,WIDOWED,18258,3509,14749
Adi Hindu,0-1,POPULATION,7293,3104,4189
Adi Hindu,0-1,UNMARRIED,7290,3104,4186
Adi Hindu,0-1,MARRIED,3,0,3
Adi Hindu,0-1,WIDOWED,0,0,0
Adi Hindu,1-5,POPULATION,37762,19282,18480
Adi Hindu,1-5,UNMARRIED,36190,18377,17813
Adi Hindu,1-5,MARRIED,1539,897,642
Adi Hindu,1-5,WIDOWED,33,8,25
Adi Hindu,5-10,POPULATION,29052,15457,13595
Adi Hindu,5-10,UNMARRIED,23520,13919,9601
Adi Hindu,5-10,MARRIED,5461,1535,3926
Adi Hindu,5-10,WIDOWED,71,3,68
Adi Hindu,10-15,POPULATION,23452,12118,11334
Adi Hindu,10-15,UNMARRIED,14132,9865,4267
Adi Hindu,10-15,MARRIED,9198,2242,6956
Adi Hindu,10-15,WIDOWED,122,11,111
Adi Hindu,15-20,POPULATION,20431,10022,10409
Adi Hindu,15-20,UNMARRIED,4715,4286,429
Adi Hindu,15-20,MARRIED,15412,5680,9732
Adi Hindu,15-20,WIDOWED,304,56,248
Adi Hindu,20-30,POPULATION,39580,19186,20394
Adi Hindu,20-30,UNMARRIED,2338,2027,311
Adi Hindu,20-30,MARRIED,35650,16878,18772
Adi Hindu,20-30,WIDOWED,1592,281,1311
Adi Hindu,30-40,POPULATION,29237,15069,14168
Adi Hindu,30-40,UNMARRIED,309,199,110
Adi Hindu,30-40,MARRIED,25573,14390,11183
Adi Hindu,30-40,WIDOWED,3355,480,2875
Adi Hindu,40-50,POPULATION,20853,11279,9574
Adi Hindu,40-50,UNMARRIED,190,134,56
Adi Hindu,40-50,MARRIED,15861,10307,5554
Adi Hindu,40-50,WIDOWED,4802,838,3964
Adi Hindu,50-60,POPULATION,11321,6050,5271
Adi Hindu,50-60,UNMARRIED,113,70,43
Adi Hindu,50-60,MARRIED,6965,5075,1890
Adi Hindu,50-60,WIDOWED,4243,905,3338
Adi Hindu,60 and over,POPULATION,8293,4724,3569
Adi Hindu,60 and over,UNMARRIED,50,31,19
Adi Hindu,60 and over,MARRIED,4507,3766,741
Adi Hindu,60 and over,WIDOWED,3736,927,2809
