section,age,group,persons,males,females
2. Brahmanic Hindus.,20-30,WIDOWED,74,14,60
2. Brahmanic Hindus.,20-30,DIVORCED,0,0,0
2. Brahmanic Hindus.,30-40,POPULATION,3669,1830,1839
2. Brahmanic Hindus.,30-40,UNMARRIED,62,62,0
2. Brahmanic Hindus.,30-40,MARRIED,3497,1732,1765
2. Brahmanic Hindus.,30-40,WIDOWED,110,36,74
2. Brahmanic Hindus.,30-40,DIVORCED,0,0,0
2. Brahmanic Hindus.,40-50,POPULATION,1769,930,839
2. Brahmanic Hindus.,40-50,UNMARRIED,12,11,1
2. Brahmanic Hindus.,40-50,MARRIED,1625,884,741
2. Brahmanic Hindus.,40-50,WIDOWED,132,35,97
2. Brahmanic Hindus.,40-50,DIVORCED,0,0,0
2. Brahmanic Hindus.,50-60,POPULATION,1362,734,628
2. Brahmanic Hindus.,50-60,UNMARRIED,15,13,2
2. Brahmanic Hindus.,50-60,MARRIED,1274,703,571
2. Brahmanic Hindus.,50-60,WIDOWED,73,18,55
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0
2. Brahmanic Hindus.,60 & over,POPULATION,1377,889,488
2. Brahmanic Hindus.,60 & over,UNMARRIED,8,8,0
2. Brahmanic Hindus.,60 & over,MARRIED,1250,834,416
2. Brahmanic Hindus.,60 & over,WIDOWED,119,47,72
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0
2. Brahmanic Hindus.,Total,POPULATION,23875,11515,12360
2. Brahmanic Hindus.,Total,UNMARRIED,10169,4935,5234
2. Brahmanic Hindus.,Total,MARRIED,13169,6425,6744
2. Brahmanic Hindus.,Total,WIDOWED,537,155,382
2. Brahmanic Hindus.,Total,DIVORCED,0,0,0
3. Other Hindus,0-1,POPULATION,25072,12926,12146
3. Other Hindus,0-1,UNMARRIED,25068,12926,12142
3. Other Hindus,0-1,MARRIED,4,0,4
3. Other Hindus,0-1,WIDOWED,0,0,0
3. Other Hindus,0-1,DIVORCED,0,0,0
3. Other Hindus,1-5,POPULATION,99412,51094,48318
3. Other Hindus,1-5,UNMARRIED,98062,50486,47576
3. Other Hindus,1-5,MARRIED,1303,608,695
3. Other Hindus,1-5,WIDOWED,47,0,47
3. Other Hindus,1-5,DIVORCED,0,0,0
3. Other Hindus,5-10,POPULATION,95877,46722,49155
3. Other Hindus,5-10,UNMARRIED,79690,43198,36492
3. Other Hindus,5-10,MARRIED,15866,3520,12346
3. Other Hindus,5-10,WIDOWED,317,0,317
3. Other Hindus,5-10,DIVORCED,4,4,0
3. Other Hindus,10-15,POPULATION,82769,44066,38703
3. Other Hindus,10-15,UNMARRIED,55824,37163,18661
3. Other Hindus,10-15,MARRIED,26374,6884,19490
3. Other Hindus,10-15,WIDOWED,542,15,527
3. Other Hindus,10-15,DIVORCED,29,4,25
3. Other Hindus,15-20,POPULATION,69161,36160,33001
3. Other Hindus,15-20,UNMARRIED,22080,18332,3748
3. Other Hindus,15-20,MARRIED,45731,17702,28029
3. Other Hindus,15-20,WIDOWED,1294,116,1178
3. Other Hindus,15-20,DIVORCED,56,10,46
3. Other Hindus,20-30,POPULATION,143770,73255,70515
3. Other Hindus,20-30,UNMARRIED,17668,15530,2138
3. Other Hindus,20-30,MARRIED,117299,56082,61217
3. Other Hindus,20-30,WIDOWED,8589,1554,7035
3. Other Hindus,20-30,DIVORCED,214,89,125
3. Other Hindus,30-40,POPULATION,94001,50509,43492
3. Other Hindus,30-40,UNMARRIED,2716,2202,514
3. Other Hindus,30-40,MARRIED,78147,45941,32206
3. Other Hindus,30-40,WIDOWED,12931,2266,10665
3. Other Hindus,30-40,DIVORCED,207,100,107
3. Other Hindus,40-50,POPULATION,66828,36233,30595
3. Other Hindus,40-50,UNMARRIED,1038,739,299
3. Other Hindus,40-50,MARRIED,49438,32398,17040
3. Other Hindus,40-50,WIDOWED,16168,3020,13148
3. Other Hindus,40-50,DIVORCED,184,76,108
3. Other Hindus,50-60,POPULATION,40679,20732,19947
3. Other Hindus,50-60,UNMARRIED,622,443,179
3. Other Hindus,50-60,MARRIED,24154,17189,6965
3. Other Hindus,50-60,WIDOWED,15762,3031,12731
3. Other Hindus,50-60,DIVORCED,141,69,72
3. Other Hindus,60 & over,POPULATION,38480,18250,20230
3. Other Hindus,60 & over,UNMARRIED,253,205,48
3. Other Hindus,60 & over,MARRIED,20165,13675,6490
3. Other Hindus,60 & over,WIDOWED,17928,4324,13604
3. Other Hindus,60 & over,DIVORCED,134,46,88
3. Other Hindus,Total,POPULATION,756049,389947,366102
3. Other Hindus,Total,UNMARRIED,303021,181224,121797
3. Other Hindus,Total,MARRIED,378481,193999,184482
3. Other Hindus,Total,WIDOWED,73578,14326,59252
3. Other Hindus,Total,DIVORCED,969,398,571
