section,age,group,persons,males,females
2. Brahmanic Hindus.,30-40,UNMARRIED,18,18,0
2. Brahmanic Hindus.,30-40,MARRIED,245,122,123
2. Brahmanic Hindus.,30-40,WIDOWED,12,2,10
2. Brahmanic Hindus.,30-40,DIVORCED,0,0,0
2. Brahmanic Hindus.,40-50,POPULATION,190,100,90
2. Brahmanic Hindus.,40-50,UNMARRIED,7,7,0
2. Brahmanic Hindus.,40-50,MARRIED,169,91,78
2. Brahmanic Hindus.,40-50,WIDOWED,14,2,12
2. Brahmanic Hindus.,40-50,DIVORCED,0,0,0
2. Brahmanic Hindus.,50-60,POPULATION,85,51,34
2. Brahmanic Hindus.,50-60,UNMARRIED,3,3,0
2. Brahmanic Hindus.,50-60,MARRIED,69,44,25
2. Brahmanic Hindus.,50-60,WIDOWED,13,4,9
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0
2. Brahmanic Hindus.,60 & over,POPULATION,17,5,12
2. Brahmanic Hindus.,60 & over,UNMARRIED,0,0,0
2. Brahmanic Hindus.,60 & over,MARRIED,2,0,2
2. Brahmanic Hindus.,60 & over,WIDOWED,15,5,10
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0
3. Other Hindus,Total,POPULATION,56664,28862,27802
3. Other Hindus,Total,UNMARRIED,20691,11675,9016
3. Other Hindus,Total,MARRIED,32702,16606,16096
3. Other Hindus,Total,WIDOWED,3128,555,2573
3. Other Hindus,Total,DIVORCED,143,26,117
3. Other Hindus,0-1,POPULATION,883,433,450
3. Other Hindus,0-1,UNMARRIED,872,433,439
3. Other Hindus,0-1,MARRIED,11,0,11
3. Other Hindus,0-1,WIDOWED,0,0,0
3. Other Hindus,0-1,DIVORCED,0,0,0
3. Other Hindus,1-5,POPULATION,2927,1410,1517
3. Other Hindus,1-5,UNMARRIED,2828,1400,1428
3. Other Hindus,1-5,MARRIED,96,10,86
3. Other Hindus,1-5,WIDOWED,3,0,3
3. Other Hindus,1-5,DIVORCED,0,0,0
3. Other Hindus,5-10,POPULATION,6306,2261,4045
3. Other Hindus,5-10,UNMARRIED,5428,2167,3261
3. Other Hindus,5-10,MARRIED,867,94,773
3. Other Hindus,5-10,WIDOWED,11,0,11
3. Other Hindus,5-10,DIVORCED,0,0,0
3. Other Hindus,10-15,POPULATION,7345,2830,4515
3. Other Hindus,10-15,UNMARRIED,5115,2300,2815
3. Other Hindus,10-15,MARRIED,2130,527,1603
3. Other Hindus,10-15,WIDOWED,100,3,97
3. Other Hindus,10-15,DIVORCED,0,0,0
3. Other Hindus,15-20,POPULATION,6667,3762,2905
3. Other Hindus,15-20,UNMARRIED,3752,2891,861
3. Other Hindus,15-20,MARRIED,2759,858,1901
3. Other Hindus,15-20,WIDOWED,156,13,143
3. Other Hindus,15-20,DIVORCED,0,0,0
3. Other Hindus,20-30,POPULATION,10178,6019,4159
3. Other Hindus,20-30,UNMARRIED,2246,2113,133
3. Other Hindus,20-30,MARRIED,7419,3837,3582
3. Other Hindus,20-30,WIDOWED,509,66,443
3. Other Hindus,20-30,DIVORCED,4,3,1
3. Other Hindus,30-40,POPULATION,8696,4289,4407
3. Other Hindus,30-40,UNMARRIED,225,181,44
3. Other Hindus,30-40,MARRIED,7898,3992,3906
3. Other Hindus,30-40,WIDOWED,554,112,442
3. Other Hindus,30-40,DIVORCED,19,4,15
3. Other Hindus,40-50,POPULATION,7239,3961,3278
3. Other Hindus,40-50,UNMARRIED,122,95,27
3. Other Hindus,40-50,MARRIED,6368,3763,2605
3. Other Hindus,40-50,WIDOWED,718,99,619
3. Other Hindus,40-50,DIVORCED,31,4,27
3. Other Hindus,50-60,POPULATION,4273,2756,1517
3. Other Hindus,50-60,UNMARRIED,59,51,8
3. Other Hindus,50-60,MARRIED,3565,2580,985
3. Other Hindus,50-60,WIDOWED,593,118,475
3. Other Hindus,50-60,DIVORCED,56,7,49
3. Other Hindus,60 & over,POPULATION,2150,1141,1009
3. Other Hindus,60 & over,UNMARRIED,44,44,0
3. Other Hindus,60 & over,MARRIED,1589,945,644
3. Other Hindus,60 & over,WIDOWED,484,144,340
3. Other Hindus,60 & over,DIVORCED,33,8,25
