section,age,group,persons,males,females
Adi Hindu,Total,UNMARRIED,43825,24025,19800
Adi Hindu,Total,MARRIED,63662,32137,31525
Adi Hindu,Total,WIDOWED,8067,1681,6386
Adi Hindu,0-1,POPULATION,4512,2103,2409
Adi Hindu,0-1,UNMARRIED,4468,2084,2384
Adi Hindu,0-1,MARRIED,39,19,20
Adi Hindu,0-1,WIDOWED,5,0,5
Adi Hindu,1-5,POPULATION,18774,8828,9946
Adi Hindu,1-5,UNMARRIED,17097,8299,8798
Adi Hindu,1-5,MARRIED,1597,524,1073
Adi Hindu,1-5,WIDOWED,80,5,75
Adi Hindu,5-10,POPULATION,15097,8029,7068
Adi Hindu,5-10,UNMARRIED,11613,6627,4986
Adi Hindu,5-10,MARRIED,3388,1390,1998
Adi Hindu,5-10,WIDOWED,96,12,84
Adi Hindu,10-15,POPULATION,12247,6455,5792
Adi Hindu,10-15,UNMARRIED,7053,4541,2512
Adi Hindu,10-15,MARRIED,5077,1884,3193
Adi Hindu,10-15,WIDOWED,117,30,87
Adi Hindu,15-20,POPULATION,9825,4865,4960
Adi Hindu,15-20,UNMARRIED,1689,1347,342
Adi Hindu,15-20,MARRIED,7934,3466,4468
Adi Hindu,15-20,WIDOWED,202,52,150
Adi Hindu,20-30,POPULATION,21289,10137,11152
Adi Hindu,20-30,UNMARRIED,1305,835,470
Adi Hindu,20-30,MARRIED,19222,9122,10100
Adi Hindu,20-30,WIDOWED,762,180,582
Adi Hindu,30-40,POPULATION,15021,7684,7337
Adi Hindu,30-40,UNMARRIED,297,164,133
Adi Hindu,30-40,MARRIED,13163,7247,5916
Adi Hindu,30-40,WIDOWED,1561,273,1288
Adi Hindu,40-50,POPULATION,9912,5246,4666
Adi Hindu,40-50,UNMARRIED,141,79,62
Adi Hindu,40-50,MARRIED,7855,4768,3087
Adi Hindu,40-50,WIDOWED,1916,399,1517
Adi Hindu,50-60,POPULATION,5438,2840,2598
Adi Hindu,50-60,UNMARRIED,100,37,63
Adi Hindu,50-60,MARRIED,3558,2428,1130
Adi Hindu,50-60,WIDOWED,1780,375,1405
Adi Hindu,60 and over,POPULATION,3439,1656,1783
Adi Hindu,60 and over,UNMARRIED,62,12,50
Adi Hindu,60 and over,MARRIED,1829,1289,540
Adi Hindu,60 and over,WIDOWED,1548,355,1193
