section,age,group,persons,males,females
1. ALL COMMUNITIES.,40-50,POPULATION,96703,47143,49560
1. ALL COMMUNITIES.,40-50,UNMARRIED,1716,916,800
1. ALL COMMUNITIES.,40-50,MARRIED,73195,40597,32598
1. ALL COMMUNITIES.,40-50,WIDOWED,21104,5335,15769
1. ALL COMMUNITIES.,40-50,DIVORCED,688,295,393
1. ALL COMMUNITIES.,50-60,POPULATION,65179,32206,32973
1. ALL COMMUNITIES.,50-60,UNMARRIED,776,429,347
1. ALL COMMUNITIES.,50-60,MARRIED,44250,25839,18411
1. ALL COMMUNITIES.,50-60,WIDOWED,19608,5676,13932
1. ALL COMMUNITIES.,50-60,DIVORCED,545,262,283
1. ALL COMMUNITIES.,60 & over,POPULATION,45170,21116,24054
1. ALL COMMUNITIES.,60 & over,UNMARRIED,404,232,172
1. ALL COMMUNITIES.,60 & over,MARRIED,24948,14586,10362
1. ALL COMMUNITIES.,60 & over,WIDOWED,19109,5874,13235
1. ALL COMMUNITIES.,60 & over,DIVORCED,709,424,285
1. ALL COMMUNITIES.,Total,POPULATION,911886,465213,446673
1. ALL COMMUNITIES.,Total,UNMARRIED,305238,173248,131990
1. ALL COMMUNITIES.,Total,MARRIED,518275,264958,253317
1. ALL COMMUNITIES.,Total,WIDOWED,85055,25403,59652
1. ALL COMMUNITIES.,Total,DIVORCED,3318,1604,1714
2 Brahmanic Hindus.,Total,POPULATION,30588,15817,14771
2 Brahmanic Hindus.,Total,UNMARRIED,11835,6505,5330
2 Brahmanic Hindus.,Total,MARRIED,16498,8416,8082
2 Brahmanic Hindus.,Total,WIDOWED,2253,896,1357
2 Brahmanic Hindus.,Total,DIVORCED,2,0,2
2 Brahmanic Hindus.,0-1,POPULATION,1510,709,801
2 Brahmanic Hindus.,0-1,UNMARRIED,1510,709,801
2 Brahmanic Hindus.,0-1,MARRIED,0,0,0
2 Brahmanic Hindus.,0-1,WIDOWED,0,0,0
2 Brahmanic Hindus.,0-1,DIVORCED,0,0,0
2 Brahmanic Hindus.,1-5,POPULATION,4524,2513,2011
2 Brahmanic Hindus.,1-5,UNMARRIED,4502,2503,1999
2 Brahmanic Hindus.,1-5,MARRIED,22,10,12
2 Brahmanic Hindus.,1-5,WIDOWED,0,0,0
2 Brahmanic Hindus.,1-5,DIVORCED,0,0,0
2 Brahmanic Hindus.,5-10,POPULATION,1765,903,862
2 Brahmanic Hindus.,5-10,UNMARRIED,1717,883,834
2 Brahmanic Hindus.,5-10,MARRIED,48,20,28
2 Brahmanic Hindus.,5-10,WIDOWED,0,0,0
2 Brahmanic Hindus.,5-10,DIVORCED,0,0,0
2 Brahmanic Hindus.,10-15,POPULATION,2689,917,1772
2 Brahmanic Hindus.,10-15,UNMARRIED,1767,801,966
2 Brahmanic Hindus.,10-15,MARRIED,916,116,800
2 Brahmanic Hindus.,10-15,WIDOWED,6,0,6
2 Brahmanic Hindus.,10-15,DIVORCED,0,0,0
2 Brahmanic Hindus.,15-20,POPULATION,3085,1519,1566
2 Brahmanic Hindus.,15-20,UNMARRIED,1530,856,674
2 Brahmanic Hindus.,15-20,MARRIED,1512,651,861
2 Brahmanic Hindus.,15-20,WIDOWED,43,12,31
2 Brahmanic Hindus.,15-20,DIVORCED,0,0,0
2 Brahmanic Hindus.,20-30,POPULATION,5293,3065,2228
2 Brahmanic Hindus.,20-30,UNMARRIED,663,609,54
2 Brahmanic Hindus.,20-30,MARRIED,4409,2401,2008
2 Brahmanic Hindus.,20-30,WIDOWED,220,55,165
2 Brahmanic Hindus.,20-30,DIVORCED,1,0,1
2 Brahmanic Hindus.,30-40,POPULATION,4322,2325,1997
2 Brahmanic Hindus.,30-40,UNMARRIED,110,108,2
2 Brahmanic Hindus.,30-40,MARRIED,3844,2057,1787
2 Brahmanic Hindus.,30-40,WIDOWED,368,160,208
2 Brahmanic Hindus.,30-40,DIVORCED,0,0,0
2 Brahmanic Hindus.,40-50,POPULATION,3200,1574,1626
2 Brahmanic Hindus.,40-50,UNMARRIED,34,34,0
2 Brahmanic Hindus.,40-50,MARRIED,2707,1338,1369
2 Brahmanic Hindus.,40-50,WIDOWED,458,202,256
2 Brahmanic Hindus.,40-50,DIVORCED,1,0,1
2 Brahmanic Hindus.,50-60,POPULATION,2326,1202,1124
2 Brahmanic Hindus.,50-60,UNMARRIED,2,2,0
2 Brahmanic Hindus.,50-60,MARRIED,1868,990,878
2 Brahmanic Hindus.,50-60,WIDOWED,456,210,246
2 Brahmanic Hindus.,50-60,DIVORCED,0,0,0
2 Brahmanic Hindus.,60 & over,POPULATION,1874,1090,784
2 Brahmanic Hindus.,60 & over,UNMARRIED,0,0,0
2 Brahmanic Hindus.,60 & over,MARRIED,1172,833,339
2 Brahmanic Hindus.,60 & over,WIDOWED,702,257,445
2 Brahmanic Hindus.,60 & over,DIVORCED,0,0,0
3. Other Hindus,0-1,POPULATION,14164,6479,7685
3. Other Hindus,0-1,UNMARRIED,14088,6424,7664
3. Other Hindus,0-1,MARRIED,76,55,21
3. Other Hindus,0-1,WIDOWED,0,0,0
3. Other Hindus,0-1,DIVORCED,0,0,0
3. Other Hindus,1-5,POPULATION,66992,31863,35129
3. Other Hindus,1-5,UNMARRIED,65236,30999,34237
3. Other Hindus,1-5,MARRIED,1662,854,808
3. Other Hindus,1-5,WIDOWED,94,10,84
3. Other Hindus,1-5,DIVORCED,0,0,0
3. Other Hindus,5-10,POPULATION,63670,37928,25742
3. Other Hindus,5-10,UNMARRIED,47374,29366,18008
3. Other Hindus,5-10,MARRIED,15994,8562,7432
3. Other Hindus,5-10,WIDOWED,302,0,302
3. Other Hindus,5-10,DIVORCED,0,0,0
3. Other Hindus,10-15,POPULATION,53007,33474,19533
3. Other Hindus,10-15,UNMARRIED,27778,21121,6657
3. Other Hindus,10-15,MARRIED,24707,12353,12354
3. Other Hindus,10-15,WIDOWED,522,0,522
3. Other Hindus,10-15,DIVORCED,0,0,0
3. Other Hindus,15-20,POPULATION,38579,19203,19376
3. Other Hindus,15-20,UNMARRIED,7217,4483,2734
3. Other Hindus,15-20,MARRIED,30120,14197,15923
3. Other Hindus,15-20,WIDOWED,1170,504,666
3. Other Hindus,15-20,DIVORCED,72,19,53
3. Other Hindus,20-30,POPULATION,92152,47426,44726
3. Other Hindus,20-30,UNMARRIED,5143,4406,737
3. Other Hindus,20-30,MARRIED,81475,40939,40536
3. Other Hindus,20-30,WIDOWED,5189,1920,3269
3. Other Hindus,20-30,DIVORCED,345,161,184
3. Other Hindus,30-40,POPULATION,82868,40677,42191
3. Other Hindus,30-40,UNMARRIED,1672,1133,539
3. Other Hindus,30-40,MARRIED,72493,36382,36111
3. Other Hindus,30-40,WIDOWED,8385,3001,5384
3. Other Hindus,30-40,DIVORCED,318,161,157
3. Other Hindus,40-50,POPULATION,58795,26160,32635
3. Other Hindus,40-50,UNMARRIED,892,498,394
3. Other Hindus,40-50,MARRIED,44715,22280,22435
3. Other Hindus,40-50,WIDOWED,12882,3220,9662
3. Other Hindus,40-50,DIVORCED,306,162,144
3. Other Hindus,50-60,POPULATION,40292,18745,21547
3. Other Hindus,50-60,UNMARRIED,443,262,181
3. Other Hindus,50-60,MARRIED,27772,14959,12813
3. Other Hindus,50-60,WIDOWED,11879,3422,8457
3. Other Hindus,50-60,DIVORCED,198,102,96
3. Other Hindus,60 & over,POPULATION,28186,12748,15438
3. Other Hindus,60 & over,UNMARRIED,235,130,105
3. Other Hindus,60 & over,MARRIED,16799,9203,7596
3. Other Hindus,60 & over,WIDOWED,11011,3349,7662
3. Other Hindus,60 & over,DIVORCED,141,66,75
3. Other Hindus,Total,POPULATION,538705,274703,264002
3. Other Hindus,Total,UNMARRIED,170078,98822,71256
3. Other Hindus,Total,MARRIED,315813,159784,156029
3. Other Hindus,Total,WIDOWED,51434,15426,36008
3. Other Hindus,Total,DIVORCED,1380,671,709
