section,age,group,persons,males,females
Adi Hindu,5-10,MARRIED,8225,3593,4632
Adi Hindu,5-10,WIDOWED,201,68,133
Adi Hindu,10-15,POPULATION,18173,9293,8880
Adi Hindu,10-15,UNMARRIED,7684,5085,2599
Adi Hindu,10-15,MARRIED,10189,4061,6128
Adi Hindu,10-15,WIDOWED,300,147,153
Adi Hindu,15-20,POPULATION,12896,6447,6449
Adi Hindu,15-20,UNMARRIED,1660,1148,512
Adi Hindu,15-20,MARRIED,11008,5218,5790
Adi Hindu,15-20,WIDOWED,228,81,147
Adi Hindu,20-30,POPULATION,24786,12528,12258
Adi Hindu,20-30,UNMARRIED,911,630,281
Adi Hindu,20-30,MARRIED,22813,11594,11219
Adi Hindu,20-30,WIDOWED,1062,304,758
Adi Hindu,30-40,POPULATION,19106,9297,9809
Adi Hindu,30-40,UNMARRIED,430,132,298
Adi Hindu,30-40,MARRIED,16640,8802,7838
Adi Hindu,30-40,WIDOWED,2036,363,1673
Adi Hindu,40-50,POPULATION,13740,7177,6563
Adi Hindu,40-50,UNMARRIED,282,71,211
Adi Hindu,40-50,MARRIED,10589,6653,3936
Adi Hindu,40-50,WIDOWED,2869,453,2416
Adi Hindu,50-60,POPULATION,8709,4585,4124
Adi Hindu,50-60,UNMARRIED,75,47,28
Adi Hindu,50-60,MARRIED,5835,4018,1817
Adi Hindu,50-60,WIDOWED,2799,520,2279
Adi Hindu,60 and over,POPULATION,5057,2305,2752
Adi Hindu,60 and over,UNMARRIED,76,59,17
Adi Hindu,60 and over,MARRIED,2472,1740,732
Adi Hindu,60 and over,WIDOWED,2509,506,2003
