section,age,group,persons,males,females
1. ALL COMMUNITIES.,40-50,DIVORCED,1223,489,734
1. ALL COMMUNITIES.,50-60,POPULATION,57438,24718,32720
1. ALL COMMUNITIES.,50-60,UNMARRIED,1346,1083,263
1. ALL COMMUNITIES.,50-60,MARRIED,35830,19248,16582
1. ALL COMMUNITIES.,50-60,WIDOWED,19278,4016,15262
1. ALL COMMUNITIES.,50-60,DIVORCED,984,371,613
1. ALL COMMUNITIES.,60 & over,POPULATION,38831,15186,23645
1. ALL COMMUNITIES.,60 & over,UNMARRIED,818,617,201
1. ALL COMMUNITIES.,60 & over,MARRIED,16839,10224,6615
1. ALL COMMUNITIES.,60 & over,WIDOWED,20406,4126,16280
1. ALL COMMUNITIES.,60 & over,DIVORCED,768,219,549
1. ALL COMMUNITIES.,Total,POPULATION,823622,416963,406659
1. ALL COMMUNITIES.,Total,UNMARRIED,289648,165049,124599
1. ALL COMMUNITIES.,Total,MARRIED,454726,231968,222758
1. ALL COMMUNITIES.,Total,WIDOWED,73849,17939,55910
1. ALL COMMUNITIES.,Total,DIVORCED,5399,2007,3392
2. Brahmanic Hindus.,0-1,POPULATION,519,244,275
2. Brahmanic Hindus.,0-1,UNMARRIED,517,243,274
2. Brahmanic Hindus.,0-1,MARRIED,2,1,1
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0
2. Brahmanic Hindus.,1-5,POPULATION,1886,866,1020
2. Brahmanic Hindus.,1-5,UNMARRIED,1857,860,997
2. Brahmanic Hindus.,1-5,MARRIED,27,6,21
2. Brahmanic Hindus.,1-5,WIDOWED,2,0,2
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0
2. Brahmanic Hindus.,5-10,POPULATION,1726,660,1066
2. Brahmanic Hindus.,5-10,UNMARRIED,1551,640,911
2. Brahmanic Hindus.,5-10,MARRIED,172,20,152
2. Brahmanic Hindus.,5-10,WIDOWED,2,0,2
2. Brahmanic Hindus.,5-10,DIVORCED,1,0,1
2. Brahmanic Hindus.,10-15,POPULATION,1711,599,1112
2. Brahmanic Hindus.,10-15,UNMARRIED,1188,516,672
2. Brahmanic Hindus.,10-15,MARRIED,515,82,433
2. Brahmanic Hindus.,10-15,WIDOWED,7,1,6
2. Brahmanic Hindus.,10-15,DIVORCED,1,0,1
2. Brahmanic Hindus.,15-20,POPULATION,1265,489,776
2. Brahmanic Hindus.,15-20,UNMARRIED,610,349,261
2. Brahmanic Hindus.,15-20,MARRIED,639,140,499
2. Brahmanic Hindus.,15-20,WIDOWED,16,0,16
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0
2. Brahmanic Hindus.,20-30,POPULATION,2497,1373,1124
2. Brahmanic Hindus.,20-30,UNMARRIED,238,207,31
2. Brahmanic Hindus.,20-30,MARRIED,2155,1155,1000
2. Brahmanic Hindus.,20-30,WIDOWED,101,9,92
2. Brahmanic Hindus.,20-30,DIVORCED,3,2,1
2. Brahmanic Hindus.,30-40,POPULATION,1602,832,770
2. Brahmanic Hindus.,30-40,UNMARRIED,31,29,2
2. Brahmanic Hindus.,30-40,MARRIED,1408,780,628
2. Brahmanic Hindus.,30-40,WIDOWED,158,20,138
2. Brahmanic Hindus.,30-40,DIVORCED,5,3,2
2. Brahmanic Hindus.,40-50,POPULATION,834,481,353
2. Brahmanic Hindus.,40-50,UNMARRIED,18,17,1
2. Brahmanic Hindus.,40-50,MARRIED,633,431,202
2. Brahmanic Hindus.,40-50,WIDOWED,182,32,150
2. Brahmanic Hindus.,40-50,DIVORCED,1,1,0
2. Brahmanic Hindus.,50-60,POPULATION,443,221,222
2. Brahmanic Hindus.,50-60,UNMARRIED,11,11,0
2. Brahmanic Hindus.,50-60,MARRIED,272,179,93
2. Brahmanic Hindus.,50-60,WIDOWED,155,30,125
2. Brahmanic Hindus.,50-60,DIVORCED,5,1,4
2. Brahmanic Hindus.,60 & over,POPULATION,325,152,173
2. Brahmanic Hindus.,60 & over,UNMARRIED,5,5,0
2. Brahmanic Hindus.,60 & over,MARRIED,163,119,44
2. Brahmanic Hindus.,60 & over,WIDOWED,150,23,127
2. Brahmanic Hindus.,60 & over,DIVORCED,7,5,2
2. Brahmanic Hindus.,Total,POPULATION,12808,5917,6891
2. Brahmanic Hindus.,Total,UNMARRIED,6026,2877,3149
2. Brahmanic Hindus.,Total,MARRIED,5986,2913,3073
2. Brahmanic Hindus.,Total,WIDOWED,773,115,658
2. Brahmanic Hindus.,Total,DIVORCED,23,12,11
3. Other Hindus,0-1,POPULATION,14192,7370,6822
3. Other Hindus,0-1,UNMARRIED,14084,7322,6762
3. Other Hindus,0-1,MARRIED,108,48,60
3. Other Hindus,0-1,WIDOWED,0,0,0
3. Other Hindus,0-1,DIVORCED,0,0,0
3. Other Hindus,1-5,POPULATION,52674,23525,29149
3. Other Hindus,1-5,UNMARRIED,49305,22701,26604
3. Other Hindus,1-5,MARRIED,3082,700,2382
3. Other Hindus,1-5,WIDOWED,286,123,163
3. Other Hindus,1-5,DIVORCED,1,1,0
3. Other Hindus,5-10,POPULATION,49312,30223,19089
3. Other Hindus,5-10,UNMARRIED,37054,24822,12232
3. Other Hindus,5-10,MARRIED,11856,5271,6585
3. Other Hindus,5-10,WIDOWED,389,128,261
3. Other Hindus,5-10,DIVORCED,13,2,11
3. Other Hindus,10-15,POPULATION,44426,24079,20347
3. Other Hindus,10-15,UNMARRIED,19398,13463,5935
3. Other Hindus,10-15,MARRIED,24159,10418,13741
3. Other Hindus,10-15,WIDOWED,814,186,628
3. Other Hindus,10-15,DIVORCED,55,12,43
3. Other Hindus,15-20,POPULATION,32835,15021,17814
3. Other Hindus,15-20,UNMARRIED,6910,4224,2686
3. Other Hindus,15-20,MARRIED,24633,10629,14004
3. Other Hindus,15-20,WIDOWED,1149,131,1018
3. Other Hindus,15-20,DIVORCED,143,37,106
3. Other Hindus,20-30,POPULATION,83500,43467,40033
3. Other Hindus,20-30,UNMARRIED,5433,4623,810
3. Other Hindus,20-30,MARRIED,74340,37937,36403
3. Other Hindus,20-30,WIDOWED,3341,783,2558
3. Other Hindus,20-30,DIVORCED,386,124,262
3. Other Hindus,30-40,POPULATION,55109,29079,26030
3. Other Hindus,30-40,UNMARRIED,2761,2346,415
3. Other Hindus,30-40,MARRIED,46885,25593,21292
3. Other Hindus,30-40,WIDOWED,5114,1021,4093
3. Other Hindus,30-40,DIVORCED,349,119,230
3. Other Hindus,40-50,POPULATION,37457,20901,16556
3. Other Hindus,40-50,UNMARRIED,1804,1660,144
3. Other Hindus,40-50,MARRIED,30191,17898,12293
3. Other Hindus,40-50,WIDOWED,5194,1233,3961
3. Other Hindus,40-50,DIVORCED,268,110,158
3. Other Hindus,50-60,POPULATION,29104,11681,17423
3. Other Hindus,50-60,UNMARRIED,627,547,80
3. Other Hindus,50-60,MARRIED,19559,9879,9680
3. Other Hindus,50-60,WIDOWED,8711,1144,7567
3. Other Hindus,50-60,DIVORCED,207,111,96
3. Other Hindus,60 & over,POPULATION,20090,7150,12940
3. Other Hindus,60 & over,UNMARRIED,360,326,34
3. Other Hindus,60 & over,MARRIED,8821,5444,3377
3. Other Hindus,60 & over,WIDOWED,10735,1308,9427
3. Other Hindus,60 & over,DIVORCED,174,72,102
3. Other Hindus,Total,POPULATION,418699,212496,206203
3. Other Hindus,Total,UNMARRIED,137736,82034,55702
3. Other Hindus,Total,MARRIED,243634,123817,119817
3. Other Hindus,Total,WIDOWED,35733,6057,29676
3. Other Hindus,Total,DIVORCED,1596,588,1008
