section,age,group,persons,males,females
3. Other Hindus,0-1,MARRIED,9,6,3
3. Other Hindus,0-1,WIDOWED,0,0,0
3. Other Hindus,0-1,DIVORCED,0,0,0
3. Other Hindus,1-5,POPULATION,137197,59257,77940
3. Other Hindus,1-5,UNMARRIED,135058,58150,76908
3. Other Hindus,1-5,MARRIED,1946,1106,840
3. Other Hindus,1-5,WIDOWED,38,1,37
3. Other Hindus,1-5,DIVORCED,155,0,155
3. Other Hindus,5-10,POPULATION,87539,58659,28880
3. Other Hindus,5-10,UNMARRIED,67710,53608,14102
3. Other Hindus,5-10,MARRIED,19494,5046,14448
3. Other Hindus,5-10,WIDOWED,235,5,230
3. Other Hindus,5-10,DIVORCED,100,0,100
3. Other Hindus,10-15,POPULATION,109245,61197,48048
3. Other Hindus,10-15,UNMARRIED,59620,45722,13898
3. Other Hindus,10-15,MARRIED,48446,15390,33056
3. Other Hindus,10-15,WIDOWED,857,46,811
3. Other Hindus,10-15,DIVORCED,322,39,283
3. Other Hindus,15-20,POPULATION,95734,47364,48370
3. Other Hindus,15-20,UNMARRIED,20044,17327,2717
3. Other Hindus,15-20,MARRIED,72799,29543,43256
3. Other Hindus,15-20,WIDOWED,2557,442,2115
3. Other Hindus,15-20,DIVORCED,334,52,282
3. Other Hindus,20-30,POPULATION,178108,88449,89659
3. Other Hindus,20-30,UNMARRIED,13117,11834,1283
3. Other Hindus,20-30,MARRIED,154033,74866,79167
3. Other Hindus,20-30,WIDOWED,9501,1207,8294
3. Other Hindus,20-30,DIVORCED,1457,542,915
3. Other Hindus,30-40,POPULATION,117111,59315,57796
3. Other Hindus,30-40,UNMARRIED,2282,1440,842
3. Other Hindus,30-40,MARRIED,99507,55818,43689
3. Other Hindus,30-40,WIDOWED,14092,1460,12632
3. Other Hindus,30-40,DIVORCED,1230,597,633
3. Other Hindus,40-50,POPULATION,89783,48132,41651
3. Other Hindus,40-50,UNMARRIED,1748,940,808
3. Other Hindus,40-50,MARRIED,67219,43633,23586
3. Other Hindus,40-50,WIDOWED,19607,2957,16650
3. Other Hindus,40-50,DIVORCED,1209,602,607
3. Other Hindus,50-60,POPULATION,54937,25058,29879
3. Other Hindus,50-60,UNMARRIED,1105,537,568
3. Other Hindus,50-60,MARRIED,32516,18571,13945
3. Other Hindus,50-60,WIDOWED,20456,5608,14848
3. Other Hindus,50-60,DIVORCED,860,342,518
3. Other Hindus,60 & over,POPULATION,50267,21257,29010
3. Other Hindus,60 & over,UNMARRIED,1035,686,349
3. Other Hindus,60 & over,MARRIED,22731,14178,8553
3. Other Hindus,60 & over,WIDOWED,25694,6259,19435
3. Other Hindus,60 & over,DIVORCED,807,134,673
3. Other Hindus,Total,POPULATION,950542,484214,466328
3. Other Hindus,Total,UNMARRIED,332331,205764,126567
3. Other Hindus,Total,MARRIED,518700,258157,260543
3. Other Hindus,Total,WIDOWED,93037,17985,75052
3. Other Hindus,Total,DIVORCED,6474,2308,4166
